stale_workbook,sheet,cell,old,new
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C29,0.05,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D29,Standard 5% — per BOV standard,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,G29,,RETURN SUMMARY REFERENCE
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A30,,Mgmt Fee (%)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B30,Transaction Costs %,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C30,0.01,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D30,Standard 1% — per BOV standard,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,E30,,Typically 0–3% for NNN
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,G30,,Unleveraged IRR
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,I30,,"=IFERROR('Pro Forma'!C29,""N/A"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A31,,Capital / Replacement Reserves ($/yr)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,E31,,$0–$0.15/SF typical NNN
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,G31,,Unleveraged ERM
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,I31,,"=IFERROR('Pro Forma'!G29,""N/A"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A32,,Total Expenses (Y1)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B32,CALCULATED VALUES,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C32,,"=IFERROR(IF(C24="""","""",C24*IFERROR(C30,0)+IFERROR(C31,0)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,G32,,Unleveraged CoCR
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,I32,,"=IFERROR('Pro Forma'!K29,""N/A"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A33,,Estimated NOI (Y1)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B33,PARAMETER,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C33,VALUE,"=IFERROR(IF(C27="""","""",C27-C32),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D33,FORMULA BASIS,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,G33,,Leveraged IRR
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,I33,,"=IFERROR('Pro Forma'!C43,""N/A"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B34,Loan Amount,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C34,"=IFERROR(IF(C13="""","""",C13*C19),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D34,Purchase Price × LTV,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,G34,,Leveraged ERM
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,I34,,"=IFERROR('Pro Forma'!G43,""N/A"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A35,,ACQUISITION PRICING
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B35,Equity Invested,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C35,"=IFERROR(IF(OR(C13="""",C34=""""),"""",C13-C34),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D35,Purchase Price − Loan Amount,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,G35,,Leveraged CoCR
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,I35,,"=IFERROR('Pro Forma'!K43,""N/A"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A36,,Purchase Price ($)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B36,Monthly Debt Service,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C36,"=IFERROR(IF(OR(C34="""",C20="""",C21=""""),"""",PMT(C20/12,C21*12,-C34)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D36,"PMT(rate/12, amort×12, −Loan)",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,E36,,Fungible — change to model different scenarios
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A37,,Going-In Cap Rate
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B37,Annual Debt Service,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C37,"=IFERROR(IF(C36="""","""",C36*12),"""")","=IFERROR(IF(OR(C33="""",C36="""",C36=0),"""",C33/C36),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D37,Monthly DS × 12,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A38,,Price Per SF
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B38,Remaining Loan Balance (Yr 10),
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C38,"=IFERROR(IF(OR(C34="""",C20="""",C21=""""),"""",C34*(1+C20/12)^(C14*12)-(C37/12)*((1+C20/12)^(C14*12)-1)/(C20/12)),"""")","=IFERROR(IF(OR(C36="""",C9="""",C9=0),"""",C36/C9),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D38,Balance after Hold Period years of payments,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,E38,,Uses Building SF (row 9 above)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B39,Debt Service Coverage Ratio,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C39,"=IFERROR(IF(OR(C37="""",C37=0,""""),"""",C9/C37),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D39,Year 1 NOI ÷ Annual Debt Service,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A40,,DISCREPANCY FLAGS  —  Note any source conflicts or assumptions below
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,A41,,Flag / Assumption
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B41,DISCREPANCY FLAGS,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C41,,Description / Resolution
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B42,ITEM,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,C42,DESCRIPTION,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,D42,RESOLUTION / STATUS,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B52,DATA SOURCE HIERARCHY,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B53,"1  Signed Executed Lease — HIGHEST AUTHORITY. Governs all rent, term, and expense figures.",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B54,2  Bank Statements / Actual Rent Receipts — Verify stated rent against actual collections.,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B55,3  Tax Records — Third-party verification of property details and assessment.,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B56,4  Rent Roll Provided by Owner / Broker — Use with caution; verify against lease.,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B57,5  Broker Proposal or OM — LOWEST AUTHORITY. Always verify all figures.,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B59,Any conflict between sources must be flagged in Discrepancy Flags above.,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Assumptions & Flags,B60,Never silently resolve source conflicts — document all discrepancies.,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C2,Briggs CRE,Team Briggs
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B9,PROPERTY NAME,PROPERTY / TENANT
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B10,[Enter Property Name],"[Tenant Name  —  City, State]"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B12,"[Enter Address, City, State ZIP]",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B14,[Enter Client Name],
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B24,WORKBOOK STRUCTURE,THREE LEGS OF THE STOOL  —  WORKBOOK STRUCTURE
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B25,Tab 1  —  Cover,LEG 1  —  REAL ESTATE FUNDAMENTALS
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C25,Property identification and workbook guide,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B26,Tab 2  —  Executive Summary,Underlying value of the physical property; highest & best use; contractual vs. prevailing market rents; long-term value generator.
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C26,Investment snapshot · pricing strategy · broker recommendation,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B27,Tab 3  —  Lease Abstract,→
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C27,"Lease terms, options, expense responsibilities, source documents","=HYPERLINK(""#'Real Estate'!A1"",""Real Estate"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B28,Tab 4  —  Rent Schedule,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C28,Year-by-year rent schedule — contracted and projected periods,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B29,Tab 5  —  Pro Forma,LEG 2  —  ECONOMICS OF THE LEASE
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C29,10-year investment model: Revenue → NOI → Valuation → Returns,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B30,Tab 6  —  Assumptions & Flags,"Contractual terms, obligations, and protections imposed on or granted to the Landlord. Better terms → greater value."
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C30,"All key inputs, data sources, and discrepancy flags",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B31,,→
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C31,,"=HYPERLINK(""#'Lease Abstract'!A1"",""Lease Abstract"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B32,COLOR CONVENTIONS,→
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C32,,"=HYPERLINK(""#'Rent Schedule'!A1"",""Rent Schedule"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B33,  NM Blue fill,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C33,Contracted / executed lease periods,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B34,  Gold fill,LEG 3  —  TENANT & GUARANTOR CREDIT
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C34,Renewal / option / projection periods,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B35,  Yellow fill,"Corporate credit quality, unit-level performance (sales / EBITDA), and importance of this location to the enterprise."
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C35,Key assumption input cells,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B36,  Blue text,→
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C36,Input cells — enter data here,"=HYPERLINK(""#'Credit'!A1"",""Credit"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B37,  Muted italic,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C37,Formula / calculated cells (do not edit),
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B38,,SYNTHESIS  —  ANALYSIS & MODEL
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B39,,→
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C39,,"=HYPERLINK(""#'Executive Summary'!A1"",""Executive Summary"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B40,,→
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C40,,"=HYPERLINK(""#'Pro Forma'!A1"",""Pro Forma"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B41,,→
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C41,,"=HYPERLINK(""#'Assumptions & Flags'!A1"",""Assumptions & Flags"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B42,,→
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C42,,"=HYPERLINK(""#'Sensitivity Analysis'!A1"",""Sensitivity Analysis"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B43,,→
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C43,,"=HYPERLINK(""#'Amortization'!A1"",""Amortization"")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B45,,COLOR CONVENTIONS
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B46,,  NM Blue fill
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C46,,Contracted / executed lease periods
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B47,,  Gold fill
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C47,,Renewal / option / projection periods
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B48,,  Yellow fill
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C48,,Input cells — clears automatically when filled
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B49,,  Blue text
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C49,,User-entry fields
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,B50,,  Muted italic
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Cover,C50,,Calculated / formula cells — do not edit
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Credit,*,<missing sheet>,<added sheet>
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Executive Summary,B2,[Property Name]  ·  Investment Snapshot  ·  [Analysis Date],"[Tenant Name  —  City, State]  ·  Investment Snapshot  ·  [Analysis Date]"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Executive Summary,B5,Property Name,Property Name / Tenant
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Executive Summary,B7,Asset Type / Use,"City, State"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Executive Summary,C7,Single-Tenant NNN,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Executive Summary,B8,Year Built,Asset Type
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Executive Summary,C8,,Single-Tenant NNN
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Executive Summary,B9,Total GLA / RBA (SF),Year Built
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Executive Summary,B10,Tenant Name,Total GLA / RBA (SF)
